word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
retirase,0.5198,4,retirase,ADV,False,False,True
burj,0.5195,1,burj,PROPN,False,False,True
descrito,0.5194,17,descrever,VERB,False,True,True
rocco,0.5193,1,rocco,PROPN,False,False,True
gastrite,0.519,1,gastrite,NOUN,False,False,True
gascón,0.5187,1,gascón,PROPN,False,False,True
mera,0.5186,2,mero,ADJ,False,False,True
considerandose,0.5186,3,considerandose,NOUN,False,False,True
milenio,0.5183,1,milenio,NOUN,False,True,True
analogia,0.5182,3,analogia,NOUN,False,False,True
amostra,0.5182,3,amostra,NOUN,False,False,True
alagadiça,0.5181,4,alagadiço,ADJ,False,False,True
amn,0.5181,2,amn,NOUN,False,False,True
juízo,0.5181,3,juízo,NOUN,False,True,True
senoidal,0.5177,4,senoidal,ADJ,False,False,True
lucas,0.5177,2,lucas,PROPN,False,False,True
árabes,0.5176,1,árabes,PROPN,False,False,True
pitagórica,0.5174,2,pitagórico,ADJ,False,False,True
congresso,0.5174,3,congresso,NOUN,False,True,True
troféu,0.5172,1,troféu,NOUN,False,False,True
diagramação,0.5171,1,diagramação,NOUN,False,False,True
qiv,0.5171,3,qiv,PROPN,False,True,True
pião,0.5169,3,pião,NOUN,False,True,True
aptidão,0.5168,2,aptidão,NOUN,False,True,True
baneza,0.5166,1,baneza,PROPN,False,False,True
acompanhamento,0.5166,3,acompanhamento,NOUN,False,False,True
triunfo,0.5166,1,triunfo,NOUN,False,False,True
parmesão,0.5165,4,parmesãor,VERB,False,False,True
circulo,0.5165,4,circulo,NOUN,False,False,True
icosaedro,0.5159,4,icosaedro,NOUN,False,False,True
impregnação,0.5158,2,impregnação,NOUN,False,False,True
anotase,0.5158,3,anotase,NOUN,False,False,True
cruzamento,0.5157,4,cruzamento,NOUN,False,False,True
osório,0.5157,1,osório,PROPN,False,False,True
tambor,0.5156,3,tambor,NOUN,False,False,True
teixeira,0.5155,2,teixeira,PROPN,False,False,True
d'amore,0.5154,2,d'amore,PROPN,False,False,True
cacau,0.515,3,cacau,NOUN,False,False,True
parêntese,0.515,3,parêntese,NOUN,False,True,True
sofia,0.515,2,sofia,PROPN,False,False,True
